HEADERS
Hierarchy - L1 | Hierarchy - L2 | Hierarchy - L3 | Hierarchy | Main Group - Code | Main Group Name | Sub Group - Code | Sub Group Name | NWB_AusHFG | NMHS_AssetCodes | NWB_MaintainabilityType | NWB_AssetTypeCode | NWB_AssetType | NWB_Discipline | NWB_Category | NWB_Material | NWB_SteelGrade | NWB_ConcreteStrength | NWB_System | NWB_AssetID | NWB_UniclassCode | NWB_UniclassDescription | NWB_DesignPkg | NWB_BuildingPermitPkg | NWB_Department | NWB_ SubDepartment | NWB_RoomID | NWB_RoomName | NWB_DimDiameter | NWB_DimHeight | NWB_DimLength | NWB_DimWidth | NWB_DimArea | NWB_DimVolume | NWB_WBSCode
ROW 1080: Building Services | Security | EAC Module | Building Services\Security\EAC Module\SACI | SE | Security Systems | GE | General | SEGE | NA | 1 | SACI | Access card ID camera | Security | EAC Module |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_30_30 | Electronic access control and recording products | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1081: Building Services | Security | EAC Module | Building Services\Security\EAC Module\SACP | SE | Security Systems | GE | General | SEGE | NA | 1 | SACP | Access card printer | Security | EAC Module |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_30_30 | Electronic access control and recording products | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1086: Building Services | Security | Perimeter Security | Building Services\Security\Perimeter Security\SECI | SE | Security Systems | GE | General | SEGE | NA | 1 | SECI | Security equipment cabinet - Internal | Security | Perimeter Security |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_30_30 | Electronic access control and recording products | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1087: Building Services | Security | Perimeter Security | Building Services\Security\Perimeter Security\SEEI | SE | Security Systems | GE | General | SEGE | NA | 1 | SEEI | Security equipment enclosure - Internal | Security | Perimeter Security |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_30_30 | Electronic access control and recording products | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1088: Building Services | Security | Perimeter Security | Building Services\Security\Perimeter Security\SECE | SE | Security Systems | GE | General | SEGE | NA | 1 | SECE | Security equipment cubicle - External | Security | Perimeter Security |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Pr_75_30_30 | Electronic access control and recording products | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1104: Buildings | Structural | Wall | Buildings\Structural\Wall\SPEN | - | - | - | - | - | FPW | 3 | SPEN | Fire Penetration | Structural | Wall | Material Description | Example:"Stainless Steel 316", otherwise N/A | Grade of Concrete in MPa - Example: 40, otherwise N/A | Not Applicable (leave it empty) |  | Pr_25_80_81 | Smoke and fire-stopping | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1109: Buildings | Structural | Slab | Buildings\Structural\Slab\SBDK | - | - | - | - | - | NA | 3 | SBDK | Bridge Deck | Structural | Slab | Material Description | Example:"Stainless Steel 316", otherwise N/A | Grade of Concrete in MPa - Example: 40, otherwise N/A | Not Applicable (leave it empty) |  | Pr_20_85_18 | Bridge deck products | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1119: Buildings | Structural | Foundation | Buildings\Structural\Foundation\SFOI | - | - | - | - | - | INS | 3 | SFOI | Foundation Insitu | Structural | Foundation | Material Description | Example:"Stainless Steel 316", otherwise N/A | Grade of Concrete in MPa - Example: 40, otherwise N/A | Not Applicable (leave it empty) |  | Pr_20_85_13 | Concrete base and foundation products | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1122: Buildings | Structural | Framing | Buildings\Structural\Framing\SFRH | - | - | - | - | - | FRM | 3 | SFRH | Framing Horizontal Brace | Structural | Framing | Material Description | Example:"Stainless Steel 316", otherwise N/A | Grade of Concrete in MPa - Example: 40, otherwise N/A | Not Applicable (leave it empty) |  | Pr_20_85_84_88 | Tension or compression bracing products | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1145: Utilities | Utilities - Telecoms | Conduit Bank | Utilities\Utilities - Telecoms\Conduit Bank\UICO | - | - | - | - | - | DCT | 3 | UICO | ITS Conduit | Utilities | Conduit Bank |  |  |  | Refer to Systems Table |  | Pr_65_70_11_09 | Buried conduit | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1146: Utilities | Utilities - Power | Conduit Bank | Utilities\Utilities - Power\Conduit Bank\UPCO | - | - | - | - | - | PPL | 3 | UPCO | Power Conduit | Utilities | Conduit Bank |  |  |  | Refer to Systems Table |  | Pr_65_70_11_71 | Rigid conduit | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1147: Utilities | Utilities - Water | Hydrant | Utilities\Utilities - Water\Hydrant\ZHYW | UT | Utilities | GE | General | UTGE | FHD | 1 | ZHYW | Water Hydrant General | Utilities | Hydrant |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Ss_55_30_96_30 | Fire hydrant systems | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1148: Utilities | Utilities - Water | Hydrant | Utilities\Utilities - Water\Hydrant\ZHWM | UT | Utilities | GE | General | UTGE | FHD | 1 | ZHWM | Water Main Hydrant | Utilities | Hydrant |  |  |  | Refer to Systems Table | AssetTypeCode-Building-Level-ElementID (example "DPIT-M-GR-0001") | Ss_55_30_96_30 | Fire hydrant systems | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab | dRofus Room Data | dRofus Room Data | Site-Building-Level-XXX.X (example "OPH-M-L1-120.2") | dRofus Room Data | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1153: Utilities | Utilities - Gas | Pipe | Utilities\Utilities - Gas\Pipe\GPGA | HY | Hydraulic Services | DR | Drainage | HYDR | NA | 3 | GPGA | Gas Pipe | Utilities | Pipe |  |  |  | Refer to Systems Table |  | Pr_65_52_63 | Pipes and fittings | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1154: Utilities | Utilities - Sewer | Pipe | Utilities\Utilities - Sewer\Pipe\UPIP | - | - | - | - | - | PWK | 3 | UPIP | Pipe General | Utilities | Pipe |  |  |  | Refer to Systems Table |  | Pr_65_52_63 | Pipes and fittings | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1155: Utilities | Utilities - Water | Pipe | Utilities\Utilities - Water\Pipe\ZNPW | - | - | - | - | - | NA | 3 | ZNPW | Pipe Non-Potable Water | Utilities | Pipe |  |  |  | Refer to Systems Table |  | Pr_65_52_63 | Pipes and fittings | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1156: Utilities | Utilities - Sewer | Pipe | Utilities\Utilities - Sewer\Pipe\UPSW | - | - | - | - | - | PWK | 3 | UPSW | Pipe Stormwater | Utilities | Pipe |  |  |  | Refer to Systems Table |  | Pr_65_52_63 | Pipes and fittings | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1157: Utilities | Utilities - Sewer | Pipe | Utilities\Utilities - Sewer\Pipe\UPSM | - | - | - | - | - | PWK | 3 | UPSM | Sewer Main Pipe | Utilities | Pipe |  |  |  | Refer to Systems Table |  | Pr_65_52_63 | Pipes and fittings | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1158: Utilities | Utilities - Sewer | Pipe | Utilities\Utilities - Sewer\Pipe\UPSP | - | - | - | - | - | SEJ | 3 | UPSP | Sewer Property Connection Pipe | Utilities | Pipe |  |  |  | Refer to Systems Table |  | Pr_65_52_63 | Pipes and fittings | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1159: Utilities | Utilities - Water | Pipe | Utilities\Utilities - Water\Pipe\ZPWM | - | - | - | - | - | SWM | 3 | ZPWM | Water Main Pipe | Utilities | Pipe |  |  |  | Refer to Systems Table |  | Pr_65_52_63 | Pipes and fittings | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1160: Utilities | Utilities - Water | Pipe | Utilities\Utilities - Water\Pipe\ZPWP | - | - | - | - | - | WPM | 3 | ZPWP | Water Property Connection Pipe | Utilities | Pipe |  |  |  | Refer to Systems Table |  | Pr_65_52_63 | Pipes and fittings | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1161: Utilities | Utilities - Water | Pipe Fitting | Utilities\Utilities - Water\Pipe Fitting\ZASP | FS | Fire Services | DE | Detection | FSDE | NA | 3 | ZASP | Aspirating Smoke Detection Sampling Point | Utilities | Pipe Fitting |  |  |  | Refer to Systems Table |  | Pr_75_80_30_02 | Aspirating sampling points | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1162: Utilities | Utilities - Gas | Pipe Fitting | Utilities\Utilities - Gas\Pipe Fitting\GDIJ | - | - | - | - | - | NA | 3 | GDIJ | Dismantling Joint | Utilities | Pipe Fitting |  |  |  | Refer to Systems Table |  | Pr_35_90_53 | Movement joints | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
ROW 1163: Utilities | Utilities - Gas | Pipe Fitting | Utilities\Utilities - Gas\Pipe Fitting\GEPJ | - | - | - | - | - | NA | 3 | GEPJ | Expansion Joint | Utilities | Pipe Fitting |  |  |  | Refer to Systems Table |  | Pr_35_90_27 | Expansion joints | Work Package Number - Refer to Work Package Tab | Building Permit Item - Refer to Building Permit Tab |  |  |  |  | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (mm) | From Element Geometry (m²) | From Element Geometry (m³) | Refer to WBS tab - WBS00-WBS01-WBS02-WBS03-WBS04-WBS05 (example "WBH-EA-GR-Z00-CV-EW2")
