"run_stamp","tool","view_name","view_mode","processing_scope","write_mode","parameter_target_mode","worksharing_mode","element_id","category","family","type","level","name","size_text","parsed_width","parsed_height","parsed_diameter","target_parameter","requested_value","actual_before","actual_after","outcome","reason","target_scope","target_kind","target_param_id","target_definition_name","target_storage","target_is_read_only","candidate_count","selected_target_count"
"20260802_141716","NWB Dim AutoFill","MECHANICAL DUCTWORK LAYOUT - LEVEL 08","model","view","skip","Both","skip-other-users","5533099","Ducts","Rectangular Duct","","LEVEL 06","Flanged Long Radius Elbows / Shoe Branch","1700x1700","1700","1700","","NWB_DimWidth","1700","1700","1700","SKIP","existing-kept","instance","Shared Parameter","7626175","NWB_DimWidth","String","False","1","1"
"20260802_141716","NWB Dim AutoFill","MECHANICAL DUCTWORK LAYOUT - LEVEL 08","model","view","skip","Both","skip-other-users","5533099","Ducts","Rectangular Duct","","LEVEL 06","Flanged Long Radius Elbows / Shoe Branch","1700x1700","1700","1700","","NWB_DimHeight","1700","1700","1700","SKIP","existing-kept","instance","Shared Parameter","7626170","NWB_DimHeight","String","False","1","1"
"20260802_141716","NWB Dim AutoFill","MECHANICAL DUCTWORK LAYOUT - LEVEL 08","model","view","skip","Both","skip-other-users","5533099","Ducts","Rectangular Duct","","LEVEL 06","Flanged Long Radius Elbows / Shoe Branch","1700x1700","1700","1700","","NWB_DimDiameter","","","","SKIP","no parsed value","","","","NWB_DimDiameter","","","",""
"20260802_141716","NWB Dim AutoFill","MECHANICAL DUCTWORK LAYOUT - LEVEL 08","model","view","skip","Both","skip-other-users","7254974","Ducts","Round Duct","","LEVEL 09","Default","350ø","","","350","NWB_DimWidth","","","","SKIP","no parsed value","","","","NWB_DimWidth","","","",""
"20260802_141716","NWB Dim AutoFill","MECHANICAL DUCTWORK LAYOUT - LEVEL 08","model","view","skip","Both","skip-other-users","7254974","Ducts","Round Duct","","LEVEL 09","Default","350ø","","","350","NWB_DimHeight","","","","SKIP","no parsed value","","","","NWB_DimHeight","","","",""
"20260802_141716","NWB Dim AutoFill","MECHANICAL DUCTWORK LAYOUT - LEVEL 08","model","view","skip","Both","skip-other-users","7254974","Ducts","Round Duct","","LEVEL 09","Default","350ø","","","350","NWB_DimDiameter","350","350","350","SKIP","existing-kept","instance","Shared Parameter","7626172","NWB_DimDiameter","String","False","1","1"
"20260802_141716","NWB Dim AutoFill","MECHANICAL DUCTWORK LAYOUT - LEVEL 08","model","view","skip","Both","skip-other-users","7254985","Ducts","Round Duct","","LEVEL 09","Default","350ø","","","350","NWB_DimWidth","","","","SKIP","no parsed value","","","","NWB_DimWidth","","","",""
"20260802_141716","NWB Dim AutoFill","MECHANICAL DUCTWORK LAYOUT - LEVEL 08","model","view","skip","Both","skip-other-users","7254985","Ducts","Round Duct","","LEVEL 09","Default","350ø","","","350","NWB_DimHeight","","","","SKIP","no parsed value","","","","NWB_DimHeight","","","",""
"20260802_141716","NWB Dim AutoFill","MECHANICAL DUCTWORK LAYOUT - LEVEL 08","model","view","skip","Both","skip-other-users","7254985","Ducts","Round Duct","","LEVEL 09","Default","350ø","","","350","NWB_DimDiameter","350","350","350","SKIP","existing-kept","instance","Shared Parameter","7626172","NWB_DimDiameter","String","False","1","1"
"20260802_141716","NWB Dim AutoFill","MECHANICAL DUCTWORK LAYOUT - LEVEL 08","model","view","skip","Both","skip-other-users","7255046","Ducts","Round Duct","","LEVEL 09","Default","350ø","","","350","NWB_DimWidth","","","","SKIP","no parsed value","","","","NWB_DimWidth","","","",""
"20260802_141716","NWB Dim AutoFill","MECHANICAL DUCTWORK LAYOUT - LEVEL 08","model","view","skip","Both","skip-other-users","7255046","Ducts","Round Duct","","LEVEL 09","Default","350ø","","","350","NWB_DimHeight","","","","SKIP","no parsed value","","","","NWB_DimHeight","","","",""
"20260802_141716","NWB Dim AutoFill","MECHANICAL DUCTWORK LAYOUT - LEVEL 08","model","view","skip","Both","skip-other-users","7255046","Ducts","Round Duct","","LEVEL 09","Default","350ø","","","350","NWB_DimDiameter","350","350","350","SKIP","existing-kept","instance","Shared Parameter","7626172","NWB_DimDiameter","String","False","1","1"
"20260802_141716","NWB Dim AutoFill","MECHANICAL DUCTWORK LAYOUT - LEVEL 08","model","view","skip","Both","skip-other-users","7255048","Ducts","Round Duct","","LEVEL 09","Default","350ø","","","350","NWB_DimWidth","","","","SKIP","no parsed value","","","","NWB_DimWidth","","","",""
"20260802_141716","NWB Dim AutoFill","MECHANICAL DUCTWORK LAYOUT - LEVEL 08","model","view","skip","Both","skip-other-users","7255048","Ducts","Round Duct","","LEVEL 09","Default","350ø","","","350","NWB_DimHeight","","","","SKIP","no parsed value","","","","NWB_DimHeight","","","",""
"20260802_141716","NWB Dim AutoFill","MECHANICAL DUCTWORK LAYOUT - LEVEL 08","model","view","skip","Both","skip-other-users","7255048","Ducts","Round Duct","","LEVEL 09","Default","350ø","","","350","NWB_DimDiameter","350","350","350","SKIP","existing-kept","instance","Shared Parameter","7626172","NWB_DimDiameter","String","False","1","1"
"20260802_141716","NWB Dim AutoFill","MECHANICAL DUCTWORK LAYOUT - LEVEL 08","model","view","skip","Both","skip-other-users","7255050","Ducts","Round Duct","","LEVEL 09","Default","350ø","","","350","NWB_DimWidth","","","","SKIP","no parsed value","","","","NWB_DimWidth","","","",""
"20260802_141716","NWB Dim AutoFill","MECHANICAL DUCTWORK LAYOUT - LEVEL 08","model","view","skip","Both","skip-other-users","7255050","Ducts","Round Duct","","LEVEL 09","Default","350ø","","","350","NWB_DimHeight","","","","SKIP","no parsed value","","","","NWB_DimHeight","","","",""
"20260802_141716","NWB Dim AutoFill","MECHANICAL DUCTWORK LAYOUT - LEVEL 08","model","view","skip","Both","skip-other-users","7255050","Ducts","Round Duct","","LEVEL 09","Default","350ø","","","350","NWB_DimDiameter","350","350","350","SKIP","existing-kept","instance","Shared Parameter","7626172","NWB_DimDiameter","String","False","1","1"
