"run_stamp","tool","view_name","view_mode","processing_scope","write_mode","parameter_target_mode","worksharing_mode","element_id","category","family","type","level","name","size_text","parsed_width","parsed_height","parsed_diameter","target_parameter","requested_value","actual_before","actual_after","outcome","reason","target_scope","target_kind","target_param_id","target_definition_name","target_storage","target_is_read_only","candidate_count","selected_target_count"
"20260818_182948","NWB Dim AutoFill","MECHANICAL DUCTWORK LAYOUT - LEVEL 01","model","selection","skip","SharedOnly","skip-other-users","15437355","Ducts","Rectangular Duct","","LEVEL 01","Flanged Long Radius Elbows / Shoe Branch","400x550","400","550","","NWB_DimDiameter","","","","SKIP","no parsed value","","","","NWB_DimDiameter","","","",""
"20260818_182948","NWB Dim AutoFill","MECHANICAL DUCTWORK LAYOUT - LEVEL 01","model","selection","skip","SharedOnly","skip-other-users","15443305","Ducts","Rectangular Duct","","LEVEL 01","Flanged Long Radius Elbows / Tee","400x550","400","550","","NWB_DimDiameter","","","","SKIP","no parsed value","","","","NWB_DimDiameter","","","",""
"20260818_182948","NWB Dim AutoFill","MECHANICAL DUCTWORK LAYOUT - LEVEL 01","model","selection","skip","SharedOnly","skip-other-users","15437355","Ducts","Rectangular Duct","","LEVEL 01","Flanged Long Radius Elbows / Shoe Branch","400x550","400","550","","NWB_DimWidth","400","400","400","OK","verified","instance","Shared Parameter","7626175","NWB_DimWidth","String","False","1","1"
"20260818_182948","NWB Dim AutoFill","MECHANICAL DUCTWORK LAYOUT - LEVEL 01","model","selection","skip","SharedOnly","skip-other-users","15437355","Ducts","Rectangular Duct","","LEVEL 01","Flanged Long Radius Elbows / Shoe Branch","400x550","400","550","","NWB_DimHeight","550","550","550","OK","verified","instance","Shared Parameter","7626170","NWB_DimHeight","String","False","1","1"
"20260818_182948","NWB Dim AutoFill","MECHANICAL DUCTWORK LAYOUT - LEVEL 01","model","selection","skip","SharedOnly","skip-other-users","15443305","Ducts","Rectangular Duct","","LEVEL 01","Flanged Long Radius Elbows / Tee","400x550","400","550","","NWB_DimWidth","400","400","400","OK","verified","instance","Shared Parameter","7626175","NWB_DimWidth","String","False","1","1"
"20260818_182948","NWB Dim AutoFill","MECHANICAL DUCTWORK LAYOUT - LEVEL 01","model","selection","skip","SharedOnly","skip-other-users","15443305","Ducts","Rectangular Duct","","LEVEL 01","Flanged Long Radius Elbows / Tee","400x550","400","550","","NWB_DimHeight","550","550","550","OK","verified","instance","Shared Parameter","7626170","NWB_DimHeight","String","False","1","1"
